	direccion	latitude	longitude
5	Pacheco 2800, Villa Urquiza	-34.570172	-58.4866864
6	Artilleros 1700, Belgrano	-34.5547505	-58.4443906
7	Maure 1700, Belgrano	-35.4326222	-71.6624235
8	Avenida Del Libertador 4800, Las Cañitas	-34.5651229	-58.4344005
9	Av. Del Libertador 8400, Nuñez	-34.5385386	-58.465398
0	Paraguay 3500, Palermo	-25.3748673	-57.6026856
1	Güemes 4200, Palermo	-34.5846549	-58.4195719
2	Cramer 1600, Belgrano	-34.5704	-58.4561677
3	Jose Hernandez 1900, Belgrano	-34.5631701	-58.4485827
4	11 De Septiembre 2600, Belgrano	-34.5540795	-58.4550481
5	Anchorena 1500, Recoleta	-34.592598	-58.4043062
6	Agüero 2100, Recoleta	-34.5879259	-58.4021819
7	Jaramillo 3400, Saavedra	-34.5527919	-58.4774949
8	Acoyte 900, Parque Centenario	0	0
9	Acuña De Figueroa, Fco. 1300, Palermo Soho - Palermo	38.1156879	13.3612671
0	Basualdo 700, Mataderos	-34.6580686	-58.4813
1	Rodriguez Peña 400, San Nicolás	-34.6045548	-58.3909065
2	Billinghurst 900, Almagro	-34.5997319	-58.4150849
3	Scalabrini Ortiz, Raul, Av. 3000, Palermo Chico - Palermo	38.1156879	13.3612671
4	Nuñez 2400, Nuñez	-34.5497122	-58.4673085
5	Artigas, Jose G. De, Gral. 3000, Villa del Parque	-34.5992304	-58.4855252
6	Avellaneda 3700, Floresta	-34.6288825	-58.4806748
7	Salguero 1900, Palermo	-34.5881304	-58.4147473
8	Miller 2500, Villa Urquiza	-34.5713275	-58.4808554
9	Av Juan Bautista Alberdi 200, Caballito	-34.6225979	-58.4306259
0	Avenida Independencia 2300, San Cristobal	19.2921671	-99.6487068
1	Avenida Montes De Oca 200, Barracas	-34.6306285	-58.3765237
2	Campana 4400, Villa Devoto	-34.5818229	-58.5144298
3	Migueletes 700, Las Cañitas	-34.5672162	-58.4329857
4	Av. Rivadavia 5500, Caballito	-34.621332	-58.4426141
5	Jose Marmol 700, Boedo	-34.635946	-58.4219204
6	Zapiola 3100, Nuñez	-34.557066	-58.4708817
7	Avenida Del Libertador 300, Retiro	-34.5914194	-58.3778722
8	Fitz Roy 2000, Palermo Hollywood - Palermo	38.1156879	13.3612671
9	Solis 300, Monserrat	-34.6125175	-58.3902584
0	General Venancio Flores 3100, Flores	-33.9592444	-57.0927563
1	Juana Manso 1600, Puerto Madero	-34.5988717	-58.3641235
2	Concepción Arenal 2400, Belgrano	-34.5733996	-58.4363031
3	Posadas 1200, Recoleta	-34.5898138	-58.3833912
4	Esteban De Luca 1400, San Cristobal	-34.6267018	-58.4039943
5	Cabildo 4200, Nuñez	-34.5553607	-58.4625247
6	Cordoba 6500, Colegiales	-34.582209	-58.450605
7	Salta 500, Monserrat	-34.6142609	-58.3829869
8	Avenida Boedo 700, Boedo	-34.6269699	-58.4159705
9	Paraguay 4600, Palermo	-25.3748673	-57.6026856
0	Charlone 500, Colegiales	-34.5829216	-58.4512256
1	Nicaragua 5400, Palermo Hollywood - Palermo	38.1156879	13.3612671
2	Humboldt 1300, Palermo Hollywood - Palermo	38.1156879	13.3612671
3	Sebastián Caboto 400, Boca	8.3376592	-62.68907189999999
4	Av. Libertador 2300, Palermo Chico - Palermo	38.1156879	13.3612671
5	Concepcion Arenal 2400, Colegiales	-34.578313	-58.441425
6	Avenida Congreso 1800, Nuñez	-34.553424	-58.4586454
7	General Cornelio Saavedra 700, Balvanera	0	0
8	Avenida Triunvirato 3500, Villa Urquiza	-34.5739681	-58.4867315
9	Avenida Juan De Garay 700, San Telmo	-34.6246538	-58.3753228
0	Avenida Corrientes 2900, Once	-34.6045403	-58.4065476
1	Avellaneda 2000, Flores	-36.0049329	-59.1223644
2	La Pampa 2900, Belgrano	-34.5676309	-58.4586529
3	Julian Alvarez 2300, Barrio Norte	-34.5881805	-58.41708389999999
4	Avenida Cabildo 1600, Belgrano	-34.5621751	-58.4564835
5	Aime Paine 1600, Puerto Madero	-34.6118992	-58.361626
6	Austria 2200, Recoleta	-34.5873169	-58.4032019
7	Federico Lacroze 2300, Belgrano	-34.5687836	-58.4435211
8	French 2900, Barrio Norte	-34.5882339	-58.4040129
9	Olleros 2500, Belgrano	-34.5713065	-58.44419
0	Cuba 2800, Belgrano	-34.5545576	-58.4603498
1	Dr. Pedro Ignacio Rivera 2800, Belgrano	-34.5589719	-58.4646709
2	Camargo 600, Villa Crespo	-34.5999929	-58.4407959
3	Avenida Congreso 1500, Nuñez	-34.553424	-58.4586454
4	Emilio Mitre 500, Caballito	-34.6279539	-58.4430729
5	Vidal 1700, Belgrano	-34.5680147	-58.4571768
6	Avenida General Las Heras 3000, Palermo	-34.5834673	-58.406271
7	Avenida Crisólogo Larralde 2600, Nuñez	-34.5455899	-58.4614247
8	Marcelo T De Alvear 1900, Barrio Norte	-34.5973869	-58.3945779
9	Mario Bravo 0, Almagro	-34.597846	-58.4159759
0	Avenida Los Incas 5100, Villa Urquiza	-34.5861699	-58.4805376
1	Moreno 1500, Monserrat	-34.6125359	-58.3873049
2	Rodriguez Peña 1600, Recoleta	-34.5917261	-58.3900966
3	Ecuador 900, Balvanera	-34.5997763	-58.406403
4	Riobamba 1100, Recoleta	-34.5959829	-58.3948069
5	Av. Corrientes 2300, Balvanera	-34.6047156	-58.3993345
6	Avenida Mosconi 2200, Villa Pueyrredón	-34.581363	-58.49422999999999
7	Av. Figueroa Alcorta 3600, Palermo Chico - Palermo	38.1156879	13.3612671
8	Tucuman Al 700, Abasto	-34.6016425	-58.4070617
9	Sucre 2600, Belgrano	-34.5633881	-58.4554936
0	Av Pueyrredon 1500, Barrio Norte	-34.5934959	-58.4020409
1	Olleros 1800, Las Cañitas	-34.5619601	-58.434902
2	Pasco 400, Balvanera	-34.6141179	-58.3973199
3	Carlos Antonio Lopez 2800, Villa Pueyrredón	-34.5812002	-58.4961286
4	San J. De Calasanz 100, Caballito	-34.6201627	-58.4387358
5	Gascón 1200, Palermo	-34.5965124	-58.4232576
6	Avda Estado De Israel 4500, Villa Crespo	-34.5989732	-58.42908629999999
7	Avenida Rivadavia 3700, Almagro	-34.6111201	-58.4183111
8	Belaustegui 1200, Paternal	-34.6060226	-58.45721990000001
9	Pringles 1300, Palermo	-34.5966371	-58.4264041
0	Huergo 300, Las Cañitas	-34.5730413	-58.4318622
1	Mendoza 2700, Belgrano	-32.8659792	-68.8436065
2	Blanco Encalada 2300, Belgrano	-34.5587081	-58.4579332
3	Avenida Díaz Velez 3600, Almagro	-34.6086547	-58.4173847
4	Cordoba 6200, Palermo Hollywood - Palermo	38.1156879	13.3612671
5	Guatemala  4550, Palermo Soho - Palermo	-34.5875077571429	-58.4231493285714
6	Paysandú 1800, Villa Crespo	-34.6045135	-58.4584936
7	Sarmiento 3000, Once	-34.6068009	-58.4085659
8	Juan Thorne 400, Parque Chacabuco	0	0
9	Mario Bravo 800, Almagro	-34.6005939	-58.4163139
0	Av. Del Libertador 6500, Belgrano	-34.5523503	-58.4516832
1	Avenida Pedro Goyena 1100, Caballito	-34.6268759	-58.4430659
2	Malabia 1400, Palermo Soho - Palermo	-34.5921912	-58.4293394
3	Pte. Peron Al 1700 6º, Centro / Microcentro	0	0
4	Quesada 1700, Nuñez	-34.5507472	-58.4561528
5	Avenida Del Libertador 7000, Nuñez	-34.5481965	-58.4558552
6	Arzobispo Espinosa 1400, Barracas	-34.6340089	-58.3720849
7	Brandsen 1700, Barracas	-34.6379774	-58.3745392
8	Concordia 3600, Villa Devoto	-34.5878418	-58.5131637
9	Condarco 1600, Villa del Parque	-34.5993664	-58.4880948
0	Avenida San Martin 5400, Villa del Parque	-34.5971632	-58.4934341810811
1	José Antonio Cabrera 4400, Palermo	-34.5944059	-58.4262249
2	Juncal 900, Retiro	-34.5930187	-58.3799587
3	Juramento 1900, Belgrano	-34.5520482	-58.4398507
4	Jose Antonio Cabrera 5600, Palermo	-34.5858552	-58.4380754
5	Av. Las Heras 2200, Recoleta	-34.5885827	-58.3958244
6	Paso 700, Barrio Norte	-36.827588	-73.062494
7	Ayacucho 2100, Recoleta	-34.5868859	-58.3885159
8	Granaderos 0, Flores	-34.6275422	-58.4588298
9	Ceretti 2200, Villa Urquiza	-34.5800309	-58.4916759
0	Av.  Las Heras 2200, Recoleta	-34.5885827	-58.3958244
1	Bauness 2900, Villa Urquiza	-34.5713742	-58.4907205
2	Herrera 500, Barracas	-34.6497998	-58.3745313
3	J. V. Gonzalez 800, Floresta	-34.7417063	-58.69154349999999
4	Avenida Santa Fe 3900, Palermo Viejo - Palermo	38.1156879	13.3612671
5	Chile 1700, Centro / Microcentro	0	0
6	San Luis 2400, Barrio Norte	27.4777062	-99.4715563
7	Avenida Pueyrredón 2300, Barrio Norte	-34.5869937	-58.3964618
8	Avenida Santa Fe 2500, Barrio Norte	-34.5946171	-58.4022662
9	Avenida Santa Fe 1200, Barrio Norte	-34.5957087	-58.3841887
0	Gascon 200, Almagro	-34.6102719	-58.4246649
1	General José Gervasio Artigas 900, Flores	-34.6206008	-58.4679879
2	Padilla 600, Villa Crespo	-34.6008249	-58.4418029
3	Chile 1400, San Telmo	-34.6160714	-58.3731542
4	Vicente López 2200, Recoleta	-34.5880296	-58.3952122
5	Avenida Alvarez Thomas 700, Colegiales	-34.5815432	-58.4481846
6	Yerbal 3800, Floresta	-34.6325848	-58.4806313
7	Gavilán 900, Flores	-34.6192069	-58.4644019
8	Combate De Los Pozos 1000, San Cristobal	-34.6204381	-58.3930759
9	Jose Hernandez 2700, Colegiales	-34.5673238	-58.456312
0	Jorge Newbery 3400, Palermo	-34.5681496	-58.4355045
1	Cramer 2500, Belgrano	-34.5715059	-58.4521844
2	Donado 1800, Belgrano	-34.5756042	-58.4727725
3	11 De Septiembre 1800, Belgrano	-34.5616141	-58.4487536
4	Ruy Díaz De Guzmán 0, Barracas	-34.6309262	-58.3716946
5	Neuquen 1000, Caballito	-34.6161089	-58.4465409
6	Juana Manso 500, Puerto Madero	-34.603115	-58.3634818
7	Tres De Febrero 1900, Belgrano	-34.5612098	-58.4504507
8	Chacabuco 800, San Telmo	-34.6256254	-58.3750571
9	Avenida General Las Heras 3300, Barrio Norte	-34.5872097	-58.3975221
0	Eduardo Holmberg 2100, Villa Urquiza	0	0
1	Juncal 1200, Recoleta	-34.593942	-58.3921835
2	Suipacha 600, Retiro	-34.8936308	-56.1786012
3	11 De Septiembre De 1888 2800, Belgrano	-34.552545	-58.4564881
4	Costa Rica 6000, Palermo Hollywood - Palermo	38.1156879	13.3612671
5	Soldado De La Independencia 1400, Belgrano	-34.5632831	-58.4419418
6	Jose Bonifacio 1900, Caballito	-34.6263519	-58.4312157
7	Avenida Santa Fe 3300, Palermo	-34.588231	-58.4115114
8	Tucumán 900, Retiro	-31.1803243	-64.4768473
9	Julieta Lanteri 1300, Puerto Madero	-34.6131647254967	-58.3594480755224
0	Avenida Independencia 4000, Caballito	-34.6214092	-58.42219689999999
1	Caboto 200, Puerto Madero	-34.626625	-58.36212339999999
2	Sanabria 1900, Monte Castro	-34.6190269	-58.4993499
3	Billinghurst 1200, Barrio Norte	-34.5856353	-58.4059908
4	Maipu 800, Retiro	-34.5947035	-58.3775016
5	Benjamín Matienzo 2400, Belgrano	-34.5727278	-58.43968319999999
6	Lavalleja 700, Villa Crespo	-34.5994779	-58.4324039
7	Terrero 0, Flores	18.529444	-97.0983329
8	Gavilan 500, Flores	-34.6235822	-58.4622446
9	Anchorena 1300, Barrio Norte	-34.5918203	-58.4033141
0	Martínez Castro 1200, Floresta	-34.645548	-58.46998019999999
1	Coronel Apolinario Figueroa 500, Caballito	-34.611241	-58.4567494
2	Formosa 400, Caballito	-34.6212277	-58.4336979
3	Doctor Juan Felipe Aranguren 4500, Floresta	-34.6289222	-58.4867191
4	Av. Santa Fe 2600, Barrio Norte	-33.7339624	-61.9650315
5	Montañeses 2600, Belgrano	-34.5530324	-58.4527893
6	Cramer 100, Palermo	-34.5779629	-58.4408519
7	Donado 1200, Villa Ortuzar	-34.5817309	-58.4709679
8	Medrano 200, Almagro	-34.6087311	-58.4215581
9	Junin 1100, Barrio Norte	-34.5957529	-58.3975149
0	General Ramón Freire 3500, Saavedra	-34.5544403	-58.4751878
1	Neuquén 900, Caballito	-34.6160464	-58.4448646
2	Nicolás De Vedia 1900, Nuñez	0	0
3	Monroe 3200, Belgrano	-34.5583294	-58.4599161
4	Arcos 1900, Belgrano	-34.5625259	-58.4521493
5	Quito 4000, Almagro	-34.6169055	-58.4226025
6	Benjamin Matienzo 2400, Belgrano	-34.5727278	-58.43968319999999
7	Jorge Luis Borges 2300, Palermo	-34.5837331	-58.4232153
8	Tte. Gral. Juan D. Peron 3000, Almagro	0	0
9	Avenida Álvarez Thomas 800, Congreso	0	0
0	Zapata 200, Belgrano	-31.6224597	-60.6874634
1	Virrey Del Pino 1500, Belgrano	-34.5608755	-58.4424271
2	La Pampa 2000, Belgrano	-32.9465212	-60.7053376
3	Cabildo 100, Belgrano	-38.9714557	-68.0550264
4	Avenida Ruiz Huidobro 3700, Saavedra	-34.5501001	-58.4847541
5	Echeverria 2700, Belgrano	-34.5646989	-58.4583979
6	Monoe 2100, Belgrano	-34.556606	-58.4570573
7	Cabildo 2200, Belgrano	-38.9714557	-68.0550264
8	Zabala 2400, Belgrano	-34.5678073	-58.4488057
9	O'higgins 1400, Belgrano	-33.2481887	-62.2721643
0	Arenales 3000, Barrio Norte	-34.5902992	-58.406989
1	Guatemala 4200, Barrio Norte	-28.4433299	-65.7632216
2	Avenida Del Libertador 6200, Belgrano	-34.5550327	-58.4493792
3	Humahuaca 3400, Palermo	-34.6013045	-58.4269111
4	Av Santa Fe 1200, Barrio Norte	-34.5957087	-58.3841887
5	Coronel Niceto Vega 5600, Palermo Viejo - Palermo	38.1156879	13.3612671
6	Rauch 3900, Almagro	-34.600136	-58.4190742
7	11 De Septiembre De 1888 2200, Belgrano	-34.5580188	-58.4519564
8	Libertad 900, Recoleta	-33.381201	-70.6568174
9	Lavalle 1700, Tribunales	0	0
0	Laprida 1200, Barrio Norte	-34.5917935	-58.4051008
1	Sarmiento 3000, Almagro	-34.6046918	-58.422782
2	Ruggieri 2700, Palermo	-34.580814	-58.4072736
3	Sinclair 3000, Palermo	-34.5751867	-58.4236531
4	Velasco 200, Villa Crespo	-34.6018592	-58.4337868
5	Gavilán 700, Caballito	-34.6214231	-58.4632005
6	Vicente Camargo 200, Parque Centenario	-22.9769365	-47.0770986
7	Avenida Cabildo 2200, Nuñez	-34.5490096	-58.4680298
8	Bartolomé Mitre 2400, Congreso	-40.8118395	-62.9929306
9	Libertador 2400, Palermo Chico - Palermo	38.1156879	13.3612671
0	Parera 100, Recoleta	-34.5914682	-58.3861013
1	Delgado 1500, Belgrano	-31.6240096	-60.6847568
2	Jose Hernández 2200, Belgrano	-34.5647709	-58.4513798
3	Gascon 900, Almagro	-34.6005629	-58.4238981
4	Sucre, Antonio J. De 2500, Belgrano	-34.5645148	-58.45590379999999
5	Del Libertador, Avda. 7000, Nuñez	-34.54809669999999	-58.4557959
6	Luis Maria Campos 1400, Belgrano	-34.5637072	-58.4425357
7	Juan B Alberdi 1600, Caballito	-34.6269424	-58.4509407
8	Neuquén 1800, Caballito	-34.6159504	-58.4424277
9	Av. Cordoba 4800, Palermo	-34.5929201	-58.432397
0	Olazabal 4400, Villa Urquiza	-34.5722979	-58.4782929
1	Zabala 1900, Belgrano	-34.5648662	-58.4443414
2	French 2200, Recoleta	-34.5923329	-58.3970609
3	Talcahuano 1300, Recoleta	-36.7173237	-73.1243143
4	Roosevelt, Franklin 2000, Nuñez	-34.555185	-58.45674090000001
5	Federico García Lorca 300, Caballito	-34.6185609	-58.4454959
6	Amenabar 500, Belgrano	-34.5631766	-58.4585565
7	San Blas 2700, Villa del Parque	-34.6100656	-58.4787109
8	Corrientes, Avda. 3400, Abasto	-32.9646066	-60.6471065
9	Congreso 5000, Villa Urquiza	-34.5692589	-58.4889279
0	Rojas 1500, Villa Crespo	-34.6047979	-58.4496029
1	Rivadavia 3300, Balvanera	-34.6107697	-58.4129131
2	Figueroa Alcorta 3050, Palermo Chico - Palermo	38.1156879	13.3612671
3	Avenida Rivadavia 2600, Balvanera	-34.6100903	-58.4031995
4	Vera 1100, Villa Crespo	-34.5938689	-58.4426909
5	Parana 100, Congreso	0	0
6	Doctor Nicolás Repetto 1100, Caballito	-34.6090219	-58.4489659
7	Alvarez Thomas, Avda. 2800, Villa Urquiza	-34.57429	-58.479777
8	Segui, Juan F. 3600, Palermo Chico - Palermo	38.1156879	13.3612671
9	Donado 4500, Saavedra	-34.5514359	-58.4913399
0	Virrey Arredondo 2600, Belgrano	-34.5689069	-58.4521499
1	Av. Luis Maria Campos 100, Palermo	-34.5758819919192	-58.4302372747475
2	Franklin Roosevelt 3700, Coghlan	-34.5651129	-58.4731209
3	Azucena Villaflor 500, Puerto Madero	-34.6115124	-58.3620361
4	San Juan 1800, San Cristobal	18.3596259	-66.0498523
5	Bauness 2200, Villa Urquiza	-34.5766699	-58.4859449
6	Avenida Ricardo Balbín 4500, Saavedra	-34.555149	-58.4965759
7	Manuela Pedraza 5700, Saavedra	-34.5681059	-58.4978159
8	Manuela Pedraza 5700, Villa Urquiza	-34.5681059	-58.4978159
9	Lascano 5000, Villa del Parque	-34.6075646	-58.48638
0	Demaria 4700, Palermo	-34.5741562	-58.4227979
1	M.t De Alvear 2000, Barrio Norte	-34.5973687	-58.395985
2	Pumacahua 300, Caballito	-34.6300503	-58.45373240000001
3	Ciudad De La Paz 3000, Nuñez	-34.5551837	-58.4645495
4	Rodriguez Peña 700, Barrio Norte	-34.6008909	-58.391482
5	Av. Las Heras 2900, Barrio Norte	-34.5837587	-58.4017273
6	Guayra 2200, Nuñez	-34.5518472	-58.4630945
7	Fray Cayetano Rodríguez 500, Flores	-34.6243764	-58.4646273
8	Marcelo T De Alvear 1100, Recoleta	-34.5973057	-58.3961075
9	Posadas 1300, Recoleta	-34.5888944	-58.384864
0	Juncal 2100, Barrio Norte	-34.5930799	-58.3973705
1	Mansilla 2400, Barrio Norte	-34.5966221	-58.4031172
2	Boulogne Sur Mer 500, Once	-34.6045524	-58.4067391
3	Luis María Drago 100, Villa Crespo	-34.6032189	-58.4356499
4	Manuel Ugarte 3400, Coghlan	-34.5615697	-58.4718758
5	Frias 300, Almagro	-19.582463	-65.7448479
6	Lavalle 1700, San Nicolás	-34.6031965	-58.3906825
7	Adolfo Alsina 400, Monserrat	-34.6102789	-58.37187
8	Argerich 1000, Flores	-34.6218599	-58.4756519
9	Puan 100, Caballito	-34.6243126	-58.4482112
0	11 De Septiembre 2100, Belgrano	-34.5587769	-58.4511877
1	Jorge Newbery 3000, Colegiales	-34.5771149	-58.4455399
2	Leiva 4000, Chacarita	-34.5892549	-58.4472199
3	Viamonte 2000, Balvanera	-34.6010384	-58.3955474
4	Cnel Diaz 1700, Barrio Norte	0	0
5	Avenida Dorrego 1700, Palermo Hollywood - Palermo	38.1156879	13.3612671
6	Cordoba, Avda. 1400, Recoleta	-34.5994787	-58.3866961
7	Azucena Maizani 400, Puerto Madero	-34.6104717	-58.3628678
8	Ciudad De La Paz 1600, Belgrano	-34.5672339	-58.4537979
9	Azucena Maizani 300, Puerto Madero	-34.6105214	-58.3627058
0	Avenida Juan B Justo 7100, Monte Castro	-34.6270769	-58.4907235
1	Libertad 1300, Recoleta	-33.381201	-70.6568174
2	Sanchez De Loria 1100, Boedo	-34.6353939	-58.4104828
3	Billinghurst 500, Abasto	-34.6039579	-58.4158149
4	Franklin Roosevelt 2800, Belgrano	-34.5597369	-58.4640179
5	Av. Cramer 1800, Belgrano	-34.5678072	-58.4588864
6	Avda Del Libertador 2600, Palermo	-34.5789999	-58.4069916
7	Avenida Carlos Pellegrini 1200, Barrio Norte	-34.5942699	-58.3816582
8	Montevideo 1700, Barrio Norte	-34.5908433	-58.3870446
9	Avenida Alvear 1400, Recoleta	-34.5872773	-58.3898089
0	Azucena Villaflor 400, Puerto Madero	-34.6115613	-58.3627154
1	Fitz Roy 1400, Palermo	-34.5868211	-58.4394264
2	Fitz Roy 1400, Palermo Hollywood - Palermo	38.1156879	13.3612671
3	Guatemala 6000, Palermo Hollywood - Palermo	38.1156879	13.3612671
4	Peña 2400, Recoleta	-34.5901029	-58.3985259
5	Av. Pueyrredon 2400, Recoleta	-34.5863694	-58.3951958
6	Billinghurst 1600, Barrio Norte	-34.5856353	-58.4059908
7	Argerich 1300, Villa General Mitre	-34.6192167	-58.47705819999999
8	Cabildo, Avda. 600, Belgrano	-38.9714557	-68.0550264
9	Aguilar 2600, Belgrano	-34.5709479	-58.4486649
0	Catamarca 200, Once	-34.6123799	-58.4068709
1	Escalada De San Martin, R. 2800, Villa General Mitre	-34.6147805	-58.4769607
2	Carlos Calvo 3000, San Cristobal	-34.6221499	-58.4071659
3	Rodriguez Peña 1300, Barrio Norte	-34.5940402	-58.3922439
4	Olazabal 1500, Nuñez	-34.5548193	-58.44927709999999
5	Av San Pedrito 600, Flores	-34.6376009	-58.4664361
6	Arcos 2100, Belgrano	-34.5605707	-58.4537847
7	Doblas 400, Caballito	-34.6208521	-58.4310225
8	Charcas 2600, Recoleta	-34.5954479	-58.4040849
9	Sucre 2000, Belgrano	-34.5633881	-58.4554936
0	Figueroa Alcorta 7100, Belgrano	-32.4322113	-63.7389935
1	Olleros, Av. 1700, Belgrano	-34.5619601	-58.434902
2	Avenida Del Libertador 7800, Nuñez	-34.5428815	-58.462055
3	Jorge Luis Borges 2400, Palermo	-34.5828371	-58.4221113
4	Amenabar 1500, Belgrano	-34.1367021	-62.4234655
5	Nicaragua 5400, Palermo	12.0965309	-86.4155402
6	Jaramillo 2600, Nuñez	-34.5475666	-58.4676782
7	Nueva York 3700, Villa Devoto	-34.5979451	-58.507929
8	E. Ezcurra 400, Puerto Madero	-34.6161332	-58.3621055
9	Lafinur 3200, Palermo	-34.5789308	-58.4135208
0	Ugarte 1700, Belgrano	-34.5562068	-58.4617992
1	Bacacay 2400, Flores	-34.6264272	-58.4635446
2	Quesada 2300, Nuñez	-34.553868	-58.4620249
3	Holmberg Al 2300, Villa Urquiza	-34.5705516	-58.4756319
4	Carlos Calvo 600, San Telmo	-34.619324	-58.3671284
5	Sánchez De Bustamante 300, Abasto	-34.60596	-58.415038
6	Holmberg Al 2400, Villa Urquiza	-34.5696486	-58.4765337
7	Virrey Arredondo 2200, Belgrano	-34.566311	-58.4502341
8	Salcedo 2900, San Cristobal	18.5133464	-70.0337331
9	Doctor Luis Pasteur 0, Congreso	19.6947005	-101.1553566
0	Yerbal 2700, Floresta	-34.6310751	-58.4762341
1	San Nicolás 400, Flores	-33.6784757	-70.9763649
2	Av. Corrientes 2900, Abasto	-34.6045403	-58.4065476
3	Avenida Pedro Goyena 600, Caballito	-34.6260859	-58.4360019
4	Adolfo Carranza 2900, Villa del Parque	-34.6078028	-58.48444560000001
5	Av Libertador 4900, Belgrano	-24.1999503	-65.2817933
6	Alberti 800, San Cristobal	-34.6261527	-58.4001828
7	Av. Directorio 1300, Caballito	-34.6298195	-58.446079
8	Avenida General Las Heras 1700, Barrio Norte	-34.5927198	-58.3907985
9	General Ramón Freire 2200, Belgrano	-34.5656706	-58.465233
0	Sarandí 400, Congreso	-34.6899387	-58.3905235
1	Pieres 300, Liniers	-34.6430319	-58.5143799
2	Falcon, Ramon L., Cor. 7200, Liniers	-34.6404945	-58.52903480000001
3	Arcos 3300, Nuñez	-34.5499709	-58.4634592
4	Avenida Ruiz Huidobro 3000, Saavedra	-34.5554048	-58.4946268
5	3 De Febrero 2200, Belgrano	-34.5585523	-58.452883
6	Olleros 3500, Colegiales	-34.5807786	-58.4497931
7	Mariano Acha 2500, Villa Urquiza	-34.5702322	-58.4790547
8	Melian, Av. 2400, Belgrano	-34.5663868	-58.4704291
9	Vilela 2300, Nuñez	-34.5454804	-58.469002
0	Arribeños 2100, Belgrano	-34.5638869	-58.4454154
1	Balbin, Ricardo 2500, Belgrano	-34.5622623	-58.4665001
2	Cabildo, Avda. 4800, Nuñez	-34.5553607	-58.4625247
3	Naon, Romulo S., Dr. 3700, Saavedra	-34.5551473	-58.4825689
4	Bruselas 1300, Villa Real	-34.6222039	-58.5265529
5	Viel 300, Caballito	-34.6200105	-58.4329483
6	Mosconi, Av. 3600, Villa Devoto	-34.59200190000001	-58.511495
7	Castelli 300, Once	-34.6065899	-58.4048159
8	Coronel Diaz 1700, Barrio Norte	-34.5918937	-58.4124789
9	Forest, Avda. 1100, Colegiales	-34.5800909	-58.45877
0	Pico 3100, Saavedra	-34.5429519	-58.4806939
1	Loreto, Virrey 2500, Belgrano	-34.5688625	-58.4509752
2	Achega 3000, Villa Urquiza	-34.5748879	-58.4995919
3	Quito 4300, Caballito	-34.6171296	-58.42735200000001
4	Aranguren, Juan F., Dr. 2300, Flores	-34.622597	-58.46376369999999
5	Monroe 4900, Villa Urquiza	-34.5731269	-58.4840189
6	Combate De Los Pozos 800, Balvanera	-34.6181429	-58.3930729
7	Charcas 5000, Palermo	-34.5793683	-58.4289998
8	Alvarez Thoma 3100, Villa Urquiza	-34.5720929	-58.482487
9	Rojas 300, Caballito	-34.6174637	-58.4427929
0	Olaya 1000, Caballito	-34.6082345	-58.4423771
1	Gainza, Martin 100, Caballito	-34.6209405	-58.44572989999999
2	Av. Acoyte 100, Caballito	-34.6172387	-58.4371201
3	San Jose De Calasanz 100, Caballito	-34.6200716	-58.4386289
4	Quito 4300, Almagro	-34.6171887	-58.4272186
5	Achaval 300, Caballito	-34.6278259	-58.4492629
6	Rivadavia, Av. 5100, Caballito	-34.6188595	-58.43772719999999
7	Cabildo, Avda. 3900, Belgrano	-38.9714557	-68.0550264
8	Cabildo, Avda. 3900, Nuñez	-34.5553607	-58.4625247
9	Del Pino, Virrey 1500, Belgrano	-34.5608098	-58.4425707
0	Acoyte 900, Caballito	-34.6079099	-58.4402259
1	Congreso, Avda. 4900, Villa Urquiza	-34.5685589	-58.4878625
2	Gascon 500, Almagro	-34.6061029	-58.4246859
3	Sarmiento 3600, Almagro	-34.6057442	-58.4162138
4	Velazco Juan Ramirez 700, Villa Crespo	-34.5966302	-58.438355
5	Vera 100, Villa Crespo	-34.6019005	-58.4348485
6	Araoz 300, Villa Crespo	-34.6005579	-58.4382919
7	Gascon 300, Almagro	-34.6087789	-58.4247649
8	Loyola 100, Villa Crespo	-34.5996347	-58.432234
9	Cabrera, Jose Antonio 3500, Palermo	-34.5967483	-58.4154727
0	Bulnes 2500, Barrio Norte	-36.8169466	-73.0460216
1	Potosi 4400, Almagro	-34.6072858	-58.4293241
2	Diaz Velez, Avda. 5000, Caballito	-34.608928	-58.43720439999999
3	Gallo 300, Almagro	-34.6052762	-58.4135358
4	Nazca 1400, Villa del Parque	-34.5991072	-58.491521
5	Malabia 1100, Palermo	-34.5940359	-58.4323199
6	Arribeños 1500, Belgrano	-34.5640851	-58.4453933
7	Cabildo, Avda. 500, Belgrano	-38.9714557	-68.0550264
8	Boedo, Avda. 1400, Boedo	67.2839476	14.3825834
9	Ambrosetti 400, Caballito	-34.6139825	-58.4372805
0	Niceto Vega 5700, Palermo Hollywood - Palermo	38.1156879	13.3612671
1	Coronel Niceto Vega 5800, Palermo Hollywood - Palermo	38.1156879	13.3612671
2	Thompson 800, Caballito	-34.6285859	-58.4384929
3	Cramer Ambrosio 1600, Belgrano	0	0
4	Conesa 1900, Belgrano	-40.1032827	-64.4575648
5	Teniente General Juan Domingo Perón 3500, Almagro	-34.6070533	-58.4163528
6	Carlos Pellegrini 1000, Retiro	-34.5943097	-58.3815188
7	Serrano 400, Villa Crespo	-34.5972479	-58.4439059
8	Castillo 200, Villa Crespo	-34.5981329	-58.4319029
