	direccion	latitude	longitude
1	Virrey Arredondo 3000, Colegiales	-34.5724529	-58.4549509
2	Azcuenaga 200, Balvanera	-34.6075419	-58.4007429
3	Paraguay 2000, Barrio Norte	-34.5988299	-58.3957079
4	Nazca 1500, Villa Santa Rita	-34.6185036	-58.4764623
5	Jujuy 300, Balvanera	-34.6133676	-58.4051695
6	Guevara 400, Chacarita	-34.5870886	-58.4500858
7	Nogoyá 4100, Villa Devoto	-34.6095879	-58.5029129
8	Guemes 3900, Palermo	-34.5868949	-58.4165119
9	Helguera 1100, Villa Santa Rita	-34.6200359	-58.4783089
0	Avenida Olazábal 4400, Villa Urquiza	-34.5722979	-58.4782929
1	Avenida Avellaneda 4300, Floresta	-34.6310972	-58.4875548
2	Magariños Cervantes 2400, Paternal	-34.6101131	-58.4735066
3	"Olazabal 3000, 4º Piso ""a"" - Belgrano"	0	0
4	Nogoya 4100, Villa Devoto	-34.6095879	-58.5029129
5	Blanco Encalada 3600, Belgrano	-34.5632132	-58.4657492
6	Malvinas 200, Caballito	-34.6267579	-58.4509119
7	Washington 2500, Coghlan	-34.5660976	-58.4724199
8	Paraná 500, Tribunales	-34.46895125	-58.5125941730867
9	Avenida Belgrano 1300, Centro / Microcentro	-27.4569399	-59.0016243
0	La Pampa 851, Belgrano	-34.5551634938776	-58.4380935918367
1	Magariños 3500, Villa del Parque	-34.6172009	-58.486885
2	Yerbal 2900, Flores	-34.6294496	-58.4700133
3	General Hornos 800, Barracas	-34.6361401	-58.3767219
4	San Nicolas 100, Floresta	-34.6318586	-58.4783613
5	Virrey Liniers 1800, Boedo	-34.6318739	-58.4127839
6	Montes De Oca, Av. 100, Barracas	-34.6294675	-58.3771031
7	Hipólito Yrigoyen 1200, Monserrat	-34.6099833	-58.3835296
8	República De La India 3000, Palermo Chico - Palermo	-34.5783098	-58.4148292
9	Paraguay 600, Centro / Microcentro	-27.4519604	-58.97691760000001
0	Beruti 4400, Barrio Norte	-34.5911724	-58.4041426
1	Virrey Liniers 2100, Parque Patricios	-34.6351333	-58.4124214
2	Avenida Teniente General Luis Dellepiane 4700, Villa Lugano	-34.676368	-58.4787272
3	Avenida Las Heras 2300, Recoleta	-34.585916	-58.39914100000001
4	Culpina 0, Flores	-34.6403955	-58.4597219
5	Avenida Rivadavia 3000, Once	-34.6104619	-58.408746
6	Talcahuano 400, Tribunales	0	0
7	Alvarez Crisostomo 2700, Flores	-34.6440569	-58.4551819
8	Avenida Chivilcoy 2000, Villa Devoto	-34.5931957	-58.5177275
9	Mexico 4300, Caballito	28.0386667	-110.9414999
0	Soldado De La Frontera 4900, Villa Lugano	-34.6864375	-58.4627139
1	Boulevard Rosario Vera Peñaloza 100, Caballito	0	0
2	Asuncion 5100, Villa Devoto	-34.6096727	-58.5248893
3	Sarmiento 2300, Once	-34.6061494	-58.3992282
4	Gral Paz 400, Nuñez	-34.53737150000001	-58.47207
5	Melincue 3300, Villa del Parque	-34.6037453	-58.4952926
6	Araoz 2800, Palermo Chico - Palermo	38.1156879	13.3612671
7	Guemes 4000, Palermo	-34.5862293	-58.4173295
8	Camila O´gorman 400, Puerto Madero	-34.6211858	-58.3616688
9	Artigas 1200, Flores	-34.7519398	-55.9936068
0	Pierina Dealessi 500, Puerto Madero	-34.6032008	-58.3646413
1	Juncal 3400, Palermo Viejo - Palermo	38.1156879	13.3612671
2	Crisólogo Larralde 1900, Belgrano	-34.5472048	-58.4646911
3	Aranguren 1500, Caballito	-34.6188939	-58.4530279
4	Arenales 2800, Recoleta	-34.5920059	-58.4050449
5	Sanchez De Bustamante 1100, Recoleta	-34.5968307	-58.4129949
6	Av Corrientes 3100, Barrio Norte	-34.6039398	-58.3853781
7	Parana 800, Recoleta	-34.5946638	-58.3885617
8	Junin 300, Balvanera	-34.6060969	-58.3967229
9	Libertador 2200, Palermo	-34.1867426	-70.6701351
0	Araoz 2400, Barrio Norte	-24.1880541	-65.3142518
1	Bolivar 1600, Barracas	-34.6269249	-58.3724069
2	Juncal 800, Barrio Norte	-34.5930277	-58.3784631
3	Av Independencia 1200, Monserrat	-34.6179034	-58.3874768
4	Lascano 2600, Villa del Parque	-34.6049999	-58.4809329
5	Nueva York 4400, Villa Devoto	-34.5947915	-58.5030103
6	Jose Antonio Cabrera 4400, Palermo Viejo - Palermo	38.1156879	13.3612671
7	Manuel Artigas 5100, Mataderos	-34.6512731	-58.5042579
8	Carlos A. López 3100, Villa Pueyrredón	-34.5870496	-58.50557
9	Avenida Avellaneda 1900, Flores	-34.6263902	-58.4715758
0	Forest 600, Chacarita	-34.5880106	-58.4541561
1	Av. Córdoba 2600, Palermo	-34.5962951	-58.4267742
2	Avenida Ricardo Balbin 2500, Belgrano	-51.6116075	-69.2335834
3	Nuñez 5300, Villa Urquiza	-34.5643259	-58.4942199
4	Recoleta 500, Recoleta	-33.4020743	-70.6428911
5	Cabrera 3800, Palermo Viejo - Palermo	38.1156879	13.3612671
6	Salguero 1200, Palermo Viejo - Palermo	38.1156879	13.3612671
7	Bulnes 1300, Barrio Norte	-36.8169466	-73.0460216
8	Los Pirineos 1300, Villa Santa Rita	-34.6165104	-58.4746701
9	Mariano Acha E Iberá, Villa Urquiza	0	0
0	Avenida Avellaneda 1700, Caballito	-34.6209059	-58.4548279
1	Av. Callao 1800, Recoleta	-34.5892052	-58.389168
2	Scalabrini Ortiz 2100, Barrio Norte	-34.587773	-58.420369
3	Vilela 2900, Nuñez	-34.5421426	-58.4626076
4	Tomas Le Breton 5100, Villa Urquiza	-34.5705944	-58.4895917
5	La Rioja 800, San Cristobal	-34.6259279	-58.4068783
6	Avenida Nazca 4100, Villa Pueyrredón	-34.577667	-58.5099986
7	Burela 2000, Villa Urquiza	-34.581862	-58.4887352
8	Avenida Pueyrredón 400, Once	-34.605708	-58.4058739
9	Scalabrini Ortiz 1500, Palermo Soho - Palermo	38.1156879	13.3612671
0	Avenida Corrientes 4800, Villa Crespo	-34.6017928	-58.4335056
1	Potosí 4300, Villa Crespo	-34.6072779	-58.4276359
2	Gelly Y Obes 2200, Barrio Norte	-34.58706129999999	-58.3972667
3	Avenida Dorrego 2400, Palermo Hollywood - Palermo	38.1156879	13.3612671
4	La Rioja 200, Balvanera	-34.612498	-58.4086155
5	Nueva York 2700, Villa Pueyrredón	-34.590017	-58.49526199999999
6	Hipólito Yrigoyen 1700, Congreso	0	0
7	Almafuerte 0, Parque Patricios	-34.6520208	-58.36446669999999
8	Olaya 1700, Villa Crespo	-34.6018649	-58.4476289
9	Tres Arroyos 400, Villa Crespo	-34.6023428	-58.4485134
0	Rivadavia 6300, Flores	-32.9116149	-60.9113784
1	Aguero 900, Barrio Norte	-33.7387781	-61.9737443
2	Migueletes 800, Palermo	-34.5665914	-58.4340802
3	Galvan 2900, Villa Urquiza	-34.5686559	-58.4860899
4	Charcas 4000, Palermo	-34.5863319	-58.4197929
5	Independencia 300, San Telmo	-32.9036364	-60.806691
6	Av. Del Libertador 1100, Recoleta	-34.5860475	-58.3873752
7	Viamonte 800, Centro / Microcentro	0	0
8	México 800, San Telmo	31.8556023	-116.6012672
9	Lavalleja 500, Palermo	-34.5941497	-58.424419
0	Somellera 1200, Parque Chacabuco	-34.6437964	-58.4357961
1	11 De Septiembre 4200, Nuñez	-34.5359093	-58.4681329
2	Uriarte 1900, Palermo Viejo - Palermo	38.1156879	13.3612671
3	José Antonio Cabrera 3000, Barrio Norte	-34.5969573	-58.40882999999999
4	Lisandro De La Torre 200, Liniers	-34.6435626	-58.5206618
5	Larrea 0, Once	-34.6001018	-58.4023776
6	Arribeños 2500, Belgrano	-34.5545166	-58.4532582
7	Monroe y O'Higgin, Belgrano	0	0
8	Andalgala 2300, Mataderos	-34.6625999	-58.5062759
9	Andalgala 1200, Liniers	-34.6518309	-58.5197859
0	Segui 4600, Palermo	-34.5737046	-58.4212221
1	Rivadavia Av. 6100, Flores	-34.6268763	-58.457187
2	Pergamino 1000, Flores	-34.6428529	-58.4689789
3	Arévalo 2900, Las Cañitas	-34.5720968	-58.4313433
4	Gaona 3300, Flores	-34.6191525	-58.4716552
5	Ercilla 6600, Liniers	-34.650674	-58.513866
6	Avenida Independencia 3900, Almagro	-13.5192345	-71.9789138
7	Avda. Independencia 3900, Almagro	-13.5192345	-71.9789138
8	Manuel Artigas 5100, Floresta	-34.6440035	-58.49643159999999
9	Av. Gral. Las Heras 2200, Recoleta	-34.5885827	-58.3958244
0	Av. Santa Fe 2900, Barrio Norte	-34.591856	-58.407133
1	Amenábar 2000, Belgrano	-34.1367021	-62.4234655
2	Av. Gral Las Heras 2900, Recoleta	-34.5837587	-58.4017273
3	Av. Las Heras 2400, Recoleta	-34.5867778	-58.3983676
4	Independencia 4000, Caballito	-34.6214092	-58.42219689999999
5	Oro 2100, Palermo Soho - Palermo	-34.5834572	-58.4282493
6	Republica De La India 3000, Palermo Chico - Palermo	-34.5783098	-58.4148292
7	Nicaragua 5500, Palermo Hollywood - Palermo	38.1156879	13.3612671
8	Salguero 2800, Palermo Chico - Palermo	38.1156879	13.3612671
9	Bonifacio 2200, Flores	-34.6315028	-58.4580113
0	Varela 700, Flores	-34.6350624	-58.4631494
1	Rafaela 3700, Floresta	-34.6354959	-58.4776639
2	Libertador 6800, Nuñez	-26.7184585	-54.8004857
3	Guatemala 5500, Palermo Hollywood - Palermo	38.1156879	13.3612671
4	Av. Rivadavia 6000, Caballito	-34.6241126	-58.4497172
5	Navarro 4900, Villa Devoto	-34.6099109	-58.5199389
6	Avenida Juan Bautista Alberdi 2200, Flores	-34.6304536	-58.458622
7	Av Del Libertador 7700 (e/paroissien Y Manzanares), Nuñez	0	0
8	Pichincha 0, Balvanera	-34.618534	-58.3989458
9	Gabriela Mistral 2200, Villa Pueyrredón	-34.5821958	-58.4933229
0	Senillosa 100, Caballito	-34.6171556	-58.4295201
1	Rivadavia Av. 6100, Caballito	-34.6249381	-58.4518308
2	Galicia 3800, Floresta	-34.6244342	-58.4850077
3	Estados Unidos 1400, Monserrat	32.6666174	-114.515055
4	Segui 1900, Paternal	-34.5987604	-58.4614534
5	Talcahuano 1200, Barrio Norte	-34.5947363	-58.3858718
6	Arce 200, Las Cañitas	-34.5705257	-58.4315691
7	Juncal 2600, Barrio Norte	-34.5905729	-58.4032469
8	Av Santa Fe 3300, Palermo	-34.588231	-58.4115114
9	Valle 200, Caballito	-34.6240109	-58.430281
0	Vidal 2400, Belgrano	-34.5616079	-58.4627609
1	Avenida Belgrano 1700, Congreso	-24.1815034	-65.3258177
2	Rivadavia 4000, Almagro	-34.6870806	-58.6781707
3	Avenida Santa Fe 3500, Palermo	-34.5865637	-58.4140088
4	Arismendi 2400 (e/torrent Y Comb. De Malvinas), Chacarita	0	0
5	Belaustegui 2700, Villa Santa Rita	-34.6206201	-58.4847053
6	Av. Pueyrredon 800, Balvanera	-34.6009789	-58.4046649
7	Av Pueyrredón 800, Balvanera	-34.6009789	-58.4046649
8	Republica De Eslovenia 1900, Belgrano	-34.5702218	-58.4340411
9	Mexico 1900, Congreso	21.032222	-98.4997219
0	Campana 3200, Villa del Parque	-34.6018122	-58.4969368
1	Beiro, Francisco, Avda. 3600, Villa Devoto	-34.6007131	-58.5034976
2	Donato Alvarez 400, Caballito	-34.6149116	-58.4589491
3	General Gelly Y Obes 2200, Barrio Norte	-34.58706129999999	-58.3972667
4	Rosario 400, Flores	19.223333	-97.0752779
5	Beiro 4200, Villa Devoto	-34.6050182	-58.5102615
6	Kennedy Esq. Cerviño, Palermo	38.1156879	13.3612671
7	Manso, Juana Av. 1100, Puerto Madero	-34.6110686	-58.3626466
8	Gomez, Valentin 3500, Almagro	-34.6050261	-58.41471629999999
9	Hipólito Yrigoyen 2900, Balvanera	-34.6114991	-58.4071743
0	Mariano Acha Y Echeverría, Villa Urquiza	0	0
1	Blanes, Juan M. 0, Boca	-34.6270208	-58.3584257
2	Aguilar 2400, Belgrano	-34.568817	-58.446828
3	Zarraga 3400, Colegiales	-34.5748569	-58.4610489
4	Av. Quintana 100, Recoleta	-34.591495	-58.3860744
5	Cochabamba 600, San Telmo	-34.6233426	-58.373923
6	Calvo, Carlos 600, San Telmo	-34.619731	-58.3741332
7	Pasaje Santa Rosa 5100, Palermo Soho - Palermo	38.1156879	13.3612671
8	Avenida Scalabrini Ortiz 1200, Palermo	-34.5936699	-58.4292088
9	Av.montes De Oca 500, Barracas	-34.6343906	-58.3753549
0	Av.pueyrredon 1400, Barrio Norte	-34.5945749	-58.4025046
1	Azuenaga 1400, Barrio Norte	-34.5924983	-58.39876810000001
2	Jorge Newbery 1500, Las Cañitas	-34.572105	-58.4407032
3	Balcarce 900, San Telmo	-34.6183404	-58.370117
4	Avenida Alicia Moreau De Justo 1800, Puerto Madero	-34.6202961	-58.3654574
5	Avenida Acoyte 400, Caballito	-34.6142452	-58.4378797
6	Avenida Alvear 1700, Recoleta	-34.5872773	-58.3898089
7	Av. Callao 2000, Recoleta	-34.587608	-58.387294
8	Charlone 600, Colegiales	-34.5824869	-58.4522319
9	Pringles 700, Almagro	-34.6043509	-58.4274609
0	Avenida Monroe 5100, Villa Urquiza	-34.5699271	-58.4788292
1	Nuñez 5100, Saavedra	-34.5631266	-58.4916825
2	Pedro Goyena 1600, Caballito	-34.6282469	-58.4501629
3	Av. Pueyrredon 1300, Barrio Norte	-34.5959609	-58.4030289
4	Lavalle 2600, Once	-34.6035279	-58.4034779
5	Triunvirato 3900, Villa Urquiza	-34.5739681	-58.4867315
6	Libertador 4900, Las Cañitas	-34.5644851	-58.4355026
7	Fonrouge 200, Villa Luro	-34.6409468	-58.5139868
8	Neuquen 1900, Flores	-38.946745	-68.2240941218581
9	Scalabrini Ortz 1400, Palermo	-34.5921704	-58.42697769999999
0	Federico Lacroze 1900, Belgrano	-34.5654117	-58.4401735
1	Avenida Rivadavia 10000, Liniers	-34.6382814	-58.5043694
2	Avenida Rivadavia 5600, Caballito	-34.6219042	-58.4442321
3	Segui 400, Caballito	-34.6206699	-58.4540329
4	Boulevard Rosario Vera Peñaloza 600, Puerto Madero	-34.6172939	-58.3600327
5	General Ramón Freire 2400, Coghlan	-34.5638114	-58.4668041
6	Nicaragua 5800, Palermo	12.0965309	-86.4155402
7	Avenida Crisólogo Larralde 3000, Nuñez	-34.5455899	-58.4614247
8	Av. Pedro Goyena 200, Caballito	-34.6255067	-58.4299318
9	Av. Juan Bautista Alberdi 100, Caballito	-34.6223722	-58.4290553
0	Beauchef 600, Caballito	-34.6242399	-58.4330571
1	Patricios 200, Barracas	-34.6568276	-58.36838280000001
2	Av. Independencia 2500, San Cristobal	19.2921671	-99.6487068
3	Av. Santa Fe 3300, Palermo	-34.588231	-58.4115114
4	San Pedrito 1500, Flores	-34.6471339	-58.4559209
5	Jerónimo Salguero 1100, Palermo Viejo - Palermo	38.1156879	13.3612671
6	Gascon 1300, Palermo	-34.5954093	-58.4231299
7	Humahuaca 3400, Balvanera	-34.6032479	-58.4130309
8	Avenida Luis María Campos 700, Belgrano	-34.5628839	-58.4436351
9	Av. Congreso 2200, Belgrano	-34.5544125	-58.4602066
0	Bogota 1600, Caballito	-34.6217002	-58.4533333
1	Bulnes 1900, Palermo Viejo - Palermo	38.1156879	13.3612671
2	Araoz 2500, Palermo	-34.5858447	-58.4151527
3	Avda. Juan B. Justo 7000, Floresta	-34.6265484	-58.48967119999999
4	Gurruchaga 2200, Palermo	-34.5854262	-58.4233776
5	Av. Libertador 800, Recoleta	-34.587692	-58.3838697
6	Amanabar 2200, Belgrano	-34.5622063	-58.4593905
7	Anchorena 900, Once	-34.6105528	-58.4117209
8	Av Corrientes 2900, Once	-34.6045403	-58.4065476
9	La Plata 100, Almagro	38.8893408	-3.7160207
0	Avenida La Plata 1600, Parque Chacabuco	-34.6337061	-58.42517099999999
1	Lezica 4300, Almagro	-34.6127179	-58.4266249
2	Malabia 2300, Palermo	-34.5861609	-58.4200449
3	Quesada 2600, Nuñez	-34.5554008	-58.4650236
4	Guido 1900 E/ Ortíz Y Ayacucho, Barrio Norte	0	0
5	Avenida Crisólogo Larralde 2100, Belgrano	-34.5455899	-58.4614247
6	Demaría Entre Sinclair Y Godoy Cruz, Palermo	38.1156879	13.3612671
7	Directorio, Avda. 1700, Caballito	-34.630733	-58.451328
8	Cerrito 1200, Barrio Norte	-34.5929612	-58.3843412
9	Las Heras 3400, Palermo	-34.5829268	-58.40820749999999
0	Manuel Ugarte 2500, Belgrano	-34.5567003	-58.4625998
1	Av. Cabildo 100, Palermo	-34.5742693	-58.4370768
2	Av El Cano 3000, Belgrano	-34.5708323	-58.4579772
3	Holmberg 3900, Saavedra	-34.555639	-58.4871388
4	Juana Azurduy 2500, Belgrano	-34.5514946	-58.4676483
5	Campos Salles 1900, Nuñez	-34.5491863	-58.4598604
6	Monoe 4600, Villa Urquiza	-34.5711476	-58.4808834
7	Avenida Monroe 4600, Saavedra	-34.5711476	-58.4808834
8	Castro Barros 100, Almagro	-34.6130588	-58.420556
9	Independencia, Av. 4100, Almagro	-40.5733322	-73.168136
0	Delgado 800, Belgrano	-31.6240096	-60.6847568
1	Garcia Del Rio 2500, Belgrano	-34.5485293	-58.4686968
2	Virrey Olaguer Y Feliú 3300, Belgrano	-34.5684586	-58.4532677
3	Av. Elcano 3200, Colegiales	-34.5731399	-58.4592949
4	Avenida Raúl Scalabrini Ortiz 500, Villa Crespo	-34.5984785	-58.4367815
5	Hualfin 700, Caballito	-34.6239247	-58.4417809
6	Superí 3500, Saavedra	-34.5440149	-58.4857
7	Avenida José María Moreno 100, Caballito	-34.6192228	-58.4357877
8	Pedro Carrasco 800, Villa Luro	-34.6287289	-58.495849
9	Zelada 4500, Villa Luro	-34.6412221	-58.4895824
0	Avenida General Paz 11100, Liniers	-34.6447723	-58.5286516
1	Avenida San Juan 2700, San Cristobal	-34.6238859	-58.4019629
2	Juramento 2000, Belgrano	-34.5520482	-58.4398507
3	Avenida Elcano 3200, Colegiales	-34.5731399	-58.4592949
4	Blanco Encalada 3400, Coghlan	-34.5650724	-58.46893420000001
5	Avenida Forest 800, Chacarita	-34.5834137	-58.4557436
6	Adolfo Alsina 1500, Congreso	-40.8236737	-62.9834826
7	Sanchez De Bustamante 500, Almagro	-34.6041549	-58.4146719
8	Avenida Sarmiento 2800, Once	16.7436564	-92.6697299
9	Moreno 2900, Once	-34.6136931	-58.4063991
0	Jean Jaures 300, Once	-34.6068005	-58.4101428
1	Alsina 1600, Congreso	-40.8155199	-62.9900018
2	Avenida Belgrano 2000, Congreso	-24.1815034	-65.3258177
3	Solis 400, Congreso	20.4835284	-97.45073269999999
4	Carlos Calvo 0, San Telmo	-34.619324	-58.3671284
5	Valentin Gomez 2900, Once	16.7261462	-92.6400283
6	Solis 100, Congreso	24.7734127	-107.3914602
7	V.liniers 100, Almagro	-34.61186600000001	-58.4153384
8	Alsina 1500, Congreso	-40.8236737	-62.9834826
9	San Jose 300, Congreso	-34.7384065	-56.438398
0	V.gomez 3000, Once	29.1168142	-110.9748964
1	Adolfo Alsina 1700, Congreso	-40.8155199	-62.9900018
2	Rivadavia 2500, Congreso	-31.5622783	-68.5437722
3	Avenida Rivadavia 2500, Once	-34.610012	-58.40166
4	Av Corrientes 3500, Barrio Norte	-34.6039398	-58.3853781
5	Avenida Rivadavia 3100, Balvanera	-34.6105583	-58.4101478
6	Olleros 2000, Belgrano	-34.5619601	-58.434902
7	3 De Febrero 2800, Belgrano	-34.5530937	-58.4575709
8	Asunción 3200, Villa Devoto	-34.6007655	-58.5109307
9	Carlos Antonio López al 3600, Villa Devoto	-34.5911411	-58.5121301
0	Llavallol Al 4600, Villa Pueyrredón	-34.5911955	-58.5080558
1	Coronel Ramón Falcón 3400, Floresta	-34.6336529	-58.4751013
2	Avenida Juan Bautista Alberdi al 3500, Floresta	-34.6356873	-58.4754472
3	Avenida Salvador María Del Carril al 3500, Villa Devoto	-34.5955867	-58.5061383
4	Condarco 4800, Villa Pueyrredón	-34.5841665	-58.5007058
5	Salvador Maria Del Carril al 3300, Villa Devoto	-34.5939503	-58.5034199
6	Av. Álvarez Thomas 1100, Chacarita	-34.5783594	-58.4587497
7	Saenz Valiente Anselmo 0, Liniers	-34.6390581	-58.510036
8	Avenida Directorio 3700, Floresta	-34.6389002	-58.4761036
9	Avenida Rivadavia 6100, Flores	-34.6277483	-58.4593254
0	Besares 1600, Nuñez	-34.5442302	-58.4688181
1	Potosi 3900, Almagro	-34.6074104	-58.421611
2	Diaz Velez 4500, Caballito	-34.6084721	-58.4415722
3	3 De Febrero 4100, Nuñez	-34.5424629	-58.4651085
4	Vera 248/54, Villa Crespo	-34.6012006244898	-58.4357329979592
5	Avenida Del Libertador 6600, Nuñez	-34.5488641	-58.4549023
6	Alvear 1800, Recoleta	-34.588594	-58.3880201
7	Laprida 1000, Barrio Norte	-34.5917935	-58.4051008
8	Pueyrredon, Av. 700, Once	-34.6019709	-58.4049669
9	Nazca 1000, Flores	-14.0696191	-75.7250021
0	Estados Unidos 1500, Congreso	17.5428677	-99.5176554
1	Jose Hernandez 200, Belgrano	-38.9286573	-69.2306815
2	Montañeses 2700, Nuñez	-34.548395	-58.457494386535
3	Uriburu 500, Barrio Norte	-34.6209097	-68.361579
4	Tucuman 600, San Nicolás	-34.601135	-58.3751577
5	Bolivia 3000, Villa del Parque	-32.8661662	-68.8526726
6	Córdoba 5500, Palermo Hollywood - Palermo	38.1156879	13.3612671
7	Gascon 700, Almagro	-34.6030204	-58.4242355
8	Paraguay 4400, Palermo Soho - Palermo	-34.5855739	-58.4232189
9	Austria 2000, Recoleta	-34.5889549	-58.4054309
0	Gallo 600, Almagro	-34.6026519	-58.4129639
1	3 De Febrero 4600, Nuñez	-34.5387559	-58.4678946
2	Armenia 2100, Palermo Hollywood - Palermo	38.1156879	13.3612671
3	Sanchez De Bustamante 1600, Palermo	-34.5832644	-58.4019405
4	Av. Pavón 3200, San Cristobal	-34.628745	-58.4099523
5	Gallo 1100, Barrio Norte	-35.4475883	-71.6429755
6	Ugarte 3800, Belgrano	-34.5562068	-58.4617992
7	Pepiri 700, Pompeya	-34.654244	-58.4065187
8	Av. Independencia 3100, San Cristobal	19.2921671	-99.6487068
9	Guevara 400, Colegiales	-34.5869783	-58.4502108
0	Echeverria 2400, Belgrano	-34.562971	-58.4556302
1	Ramallo 3200, Saavedra	-33.7679006	-60.0919378
2	Salotti, Marta 500, Puerto Madero	-34.6133852	-58.3614214
3	Pueyrredon 1800, Recoleta	-34.5902934	-58.4005351
4	Manso, Juana 600, Puerto Madero	-34.6037708	-58.3635341
5	Tucuman 1600, Barrio Norte	-27.16001555	-65.4901343848814
6	Lamarca, Emilio 4800, Villa Devoto	-34.5911485	-58.5123021
7	Mercedes 4400, Villa Devoto	-34.5972279	-58.5156909
8	Boulogne Sur Mer 700, Balvanera	-34.6018339	-58.40605
9	Corrientes, Avda. 2400, Balvanera	-34.6047774	-58.4006756
0	San Pedrito, Av. 300, Flores	-34.6344464	-58.46798889999999
1	Juncal 2700, Barrio Norte	-34.5898149	-58.4042779
2	Viamonte 2700, Once	-34.6009628	-58.4043539
3	Paso 700, Once	-34.6010979	-58.4035909
4	Moran, Pedro 3300, Villa Devoto	-34.5960668	-58.5015634
5	Belaustegui, Luis Dr. 900, Paternal	-34.6043566	-58.45450330000001
6	Gonzalez, Joaquin V. 300, Floresta	-34.6298288	-58.48038109999999
7	Fitz Roy 2200, Palermo	-34.5803714	-58.4321754
8	Jaures, Jean 800, Balvanera	-34.6011048	-58.407727
9	Mitre, Bartolome 1600, Congreso	-40.8118395	-62.9929306
0	Del Libertador, Avda. ., Palermo	-34.1867426	-70.6701351
1	Alvear, Avda. 1800, Recoleta	-34.588594	-58.3880201
2	Acha, Mariano 1800, Coghlan	-34.5761155	-58.47366599999999
3	Del Carril, Salvador M. Avda. 2100, Villa Pueyrredón	-34.5848415	-58.4887994
4	Figueroa Alcorta, Pte. 3000, Palermo	-34.5807098	-58.3981425
5	Vallejos 2900, Villa Devoto	-34.6002816	-58.5208827
6	Carballido, Jose E. 6300, Liniers	-34.6398745	-58.5154225
7	Reg. De Patricios, Av. 300, Barracas	-34.632467	-58.370216
8	Corrientes, Avda. 5500, Villa Crespo	-34.597358	-58.44167399999999
9	Gavilan 1600, Flores	-34.6268047	-58.4604778
0	Corrientes, Avda. 3500, Abasto	-32.9646066	-60.6471065
1	Cabrera, Jose Antonio 4600, Palermo	-34.5929987	-58.42808420000001
2	Azcuenaga 200, Once	-34.6075419	-58.4007429
3	Larrea 1000, Barrio Norte	-34.5964939	-58.4017709
4	Rivadavia, Av. 3300, Almagro	-40.5863911	-73.1665971
5	Avenida Cabildo 200, Palermo	-34.5735341	-58.4384123
6	Pieres 1200, Mataderos	-34.6511009	-58.5042759
7	Saladillo 2200, Mataderos	-34.6629429	-58.5144309
8	Pola 1100, Mataderos	-34.6487821	-58.5016747
9	Alberdi, Juan B., Av. 5600, Mataderos	-34.6497701	-58.5004927
0	Gomez, Valentin 3000, Almagro	-34.60536640000001	-58.4082144
1	Gomez, Valentin 3800, Almagro	-34.60450489999999	-58.4181649
2	Piedras 1200, San Telmo	-34.6262603	-58.3762064
3	Garay, Juan De, Avda. 1200, San Cristobal	-34.6269435	-58.38286409999999
4	Amenabar 500, Colegiales	-34.5738845565657	-58.4443286474747
5	Montes De Oca, Av. 1000, Barracas	-34.6395459	-58.374273
6	Adolfo Alsina 1800, Congreso	-40.8155199	-62.9900018
7	Machado, Antonio 500, Caballito	-34.6064919	-58.4386716
8	Gallardo, Angel, Avda. 100, Villa Crespo	-34.6030354	-58.43395839999999
9	Dumont, Santos 2400, Belgrano	-34.5733548	-58.4383881
0	Viamonte 1700, Barrio Norte	-34.6009298	-58.3912967
1	Laferrere, Greg. De 1100, Parque Chacabuco	0	0
2	Montevideo 0, Congreso	-34.8265709	-56.2168564
3	Avenida Campos General Luis Maria 1100, Belgrano	-34.5662301	-58.4393706
4	Mariano Acha 2300, Villa Urquiza	-34.5719459	-58.4775141
5	Figueroa Alcorta 3000, Palermo	-34.562177	-58.4237316
6	Gaona, Avda. 4100, Floresta	-34.6257268	-58.4854168
7	Güemes 4800, Palermo	-34.5805129	-58.4252729
8	25 De Mayo 700, Catalinas	25.677396	-100.4248802
9	Carlos Calvo 3700, Boedo	-34.6245879	-58.4175929
0	Humberto I 1100, San Telmo	-34.6205119	-58.3670102
1	Avenida Comodoro Martín Rivadavia 1800, Nuñez	-34.5451105	-58.4650703
2	Av.santa Fé 3300, Palermo	-34.588231	-58.4115114
3	Castillo 500, Villa Crespo	-34.5956029	-58.4342859
4	Gardel Carlos 3100, Abasto	-34.6032464	-58.4100831
5	Avellaneda Av. 2100, Flores	-36.0049329	-59.1223644
6	Av. Balbín 2300, Belgrano	-34.5633439	-58.4637324
7	Avenida Santa Fe 5200, Palermo	-34.5762767	-58.4329486
8	Valentín Virasoro 900, Caballito	-34.6097389	-58.4426029
9	Avenida Boyaca 600, Caballito	-34.620458	-58.4609964
0	Gascon 1000, Almagro	-34.5992558	-58.4237353
1	General Manuel Savio 400, Palermo	-34.5734242	-58.4362849
2	Libertador 6600, Belgrano	-26.8197157	-54.9596876
3	Av. Belgrano 2500, Balvanera	-34.6145441	-58.4011634
4	Catamarca 100, Balvanera	-34.6112644	-58.4073086
5	Billingurst 1300, Barrio Norte	-34.5947474	-58.41358460000001
6	Alvarez Thomas 1200, Colegiales	-34.5815432	-58.4481846
7	Coghlan, Coghlan	-34.5653297	-58.4751218
8	La Rioja 1100, San Cristobal	-34.6259279	-58.4068783
9	Soler 4700, Palermo	-34.5869009	-58.4251349
0	Pringles 400, Almagro	-34.6073989	-58.4278099
1	Santos Dumont 2400, Colegiales	-34.5807531	-58.4464619
